leonard_eugene_dickson;worksat;university_of_chicago;23;1
colin_mckee;isaffiliatedto;knattspyrnufélagið_víkingur;2;1
rubén_maldonado;playsfor;ssc_napoli;5;1
david_cordón;playsfor;atlético_madrid_b;115;18
andy_miah;wasbornin;norwich;3299;42
guido_hoffmann;playsfor;borussia_mönchengladbach;22;2
paulo_almeida;playsfor;coritiba_foot_ball_club;4;1
chaozhou;islocatedin;china;125;1
devon_white_(footballer);playsfor;arnold_town_fc;1;1
battle_of_nördlingen_(1634);happenedin;sweden;15;1
valmir_pontes_arantes;playsfor;fc_chur_97;1;1
leonardo_rodríguez;isaffiliatedto;atalanta_bc;2;1
yasin_çelik;hasgender;male;5700;1
yuriy_dmytrulin;isaffiliatedto;fc_yednist'_plysky;1;1
live_nation_entertainment;islocatedin;california;76;1
earl_derr_biggers;diedin;pasadena;12137;585
john_crabbe;playsfor;torquay_united_fc;3;1
reggie_slater;isaffiliatedto;denver_nuggets;334;44
jacques_chaban-delmas;haschild;maurice_bourgès-maunoury;3;1
sabri_lamouchi;isaffiliatedto;aj_auxerre;1;1
guga_(footballer_born_1964);isaffiliatedto;paysandu_sport_club;1;1
amjad_khan;actedin;muqaddar_ka_sikandar;1;2
jay_ferguson_(american_musician);wrotemusicfor;double_dragon_(film);218;2157
daniel_arismendi;playsfor;deportivo_anzoátegui;1;1
ulster;islocatedin;county_down;1;5
roderick_chisholm;hasgender;male;2343;1
colin_blant;isaffiliatedto;rossendale_united_fc;1;1
frank_lieberam;isaffiliatedto;tsv_stahl_riesa;1;1
gary_borrowdale;playsfor;brighton_&_hove_albion_fc;6;1
ben_gordon_(footballer_born_1991);playsfor;scunthorpe_united_fc;2161;61
dmitry_krasilnikov;playsfor;fc_gubkin;187;89
josip_broz_tito;ispoliticianof;socialist_federal_republic_of_yugoslavia;1;1
niki_mäenpää;playsfor;fc_den_bosch;1;2
rainer_hauck;hasgender;male;5010;1
stéphane_besle;isaffiliatedto;fc_metz;1;1
kim_dong-jin;playsfor;south_korea_national_football_team;7;1
marek_motyka;playsfor;hutnik_nowa_huta;1;1
quincy_promes;wasbornin;amsterdam;117;1
stanisław_terlecki;playsfor;st_louis_storm;1;1
lucas_barrios;isaffiliatedto;barracas_central;1;1
maureen_o'hara;actedin;buffalo_bill_(film);23;166
battle_of_bornhöved_(1227);happenedin;holstein;1;1
ramón_martínez_de_paz;isaffiliatedto;cd_universidad_de_el_salvador;1;1
andriy_vorobey;isaffiliatedto;fc_shakhtar-2_donetsk;89;5
ernesto_mastrángelo;playsfor;club_atlético_river_plate;3;1
martin_čížek;isaffiliatedto;ac_sparta_prague;1;1
jules_tchimbakala;playsfor;raith_rovers_fc;1;1
philippe_redon;playsfor;fc_girondins_de_bordeaux;2;1
aleksandar_bratić;playsfor;servette_fc;1;1
dudu_biton;playsfor;wisła_kraków;4;1
susanville_california;islocatedin;lassen_county_california;2136;5239
the_house_of_mirth_(2000_film);islocatedin;germany;333;1
lothar_kurbjuweit;playsfor;east_germany_national_football_team;10;1
adrián_bastía;playsfor;atlético_de_rafaela;1;1
kota_mizunuma;playsfor;japan_national_under-20_football_team;6;1
laura_georges;isaffiliatedto;olympique_lyonnais_(ladies);1;1
luis_garcía_(footballer_born_1979);playsfor;sd_huesca;1;2
hugh_laurie;actedin;stuart_little_(film);15;15
ralph_richardson;actedin;richard_iii_(1955_film);1;9
hans-jürgen_wloka;isaffiliatedto;sv_arminia_hannover;2;1
juan_povedano_martínez;isaffiliatedto;umf_selfoss;1;1
leonid_musin;wasbornin;moscow;571;5
ludacris;wasbornin;champaign_illinois;66076;22803
łukasz_załuska;wasbornin;wysokie_mazowieckie;63;1137
george_stabb;playsfor;port_vale_fc;4;1
marcílio_alves_da_silva;wasbornin;rio_de_janeiro;134;1
juliano_gomes_soares;isaffiliatedto;vila_nova_futebol_clube;1;1
libreville_international_airport;isconnectedto;quatro_de_fevereiro_airport;1;2
wellington_silva_(footballer_born_1993);hasgender;male;236;1
sébastien_faure_(footballer);hasgender;male;3085;1
vicente_engonga;isaffiliatedto;cf_sporting_mahonés;1;1
eduardo_delani;isaffiliatedto;halmstads_bk;1;1
marcel_sacramento;playsfor;fortaleza_esporte_clube;1;1
ángel_cuéllar;playsfor;real_betis;3;1
demétrius_montanini;playsfor;boavista_fc;611;42
robert_hosie;playsfor;paterson_fc_(nafbl);1;1
gary_owen_(footballer);playsfor;manchester_city_fc;15;1
arie_van_lent;isaffiliatedto;borussia_mönchengladbach;1;1
bullhead_city_arizona;islocatedin;arizona;12;2
edith_massey;hasgender;female;206;2
andy_williams_(welsh_footballer);playsfor;wales_national_football_team;79;1
helle_thorning-schmidt;isaffiliatedto;social_democrats_(denmark);4;2
andrzej_niedzielan;isaffiliatedto;ruch_chorzów;1;1
lee_jones_(new_zealand_footballer);isaffiliatedto;glenfield_rovers;1;1
são_tomé_island;islocatedin;gulf_of_guinea;33;32
fumaça_(footballer_born_1976);isaffiliatedto;barnsley_fc;1;1
josé_ramón_alexanko;isaffiliatedto;athletic_bilbao_b;1;1
jimmy_mcgrory;isaffiliatedto;clydebank_fc;1;1
julia_robinson;diedin;oakland_california;726;25
ted_purdon;playsfor;bristol_rovers_fc;4;1
keith_scott_(footballer);isaffiliatedto;windsor_&_eton_fc;1;1
nicolas_penneteau;isaffiliatedto;france_national_under-20_football_team;1;1
andrea_orlandi;playsfor;fc_barcelona;34;1
ray_kennedy;isaffiliatedto;liverpool_fc;6;1
moise_kandé;playsfor;clermont_foot;1;1
gianfranco_zigoni;playsfor;as_roma;4;1
pavel_řehák;isaffiliatedto;yokohama_fc;1;1
kenneth_møller_pedersen;playsfor;odense_boldklub;2;1
mark_peters;isaffiliatedto;weymouth_fc;1;1
giorgio_mastropasqua;isaffiliatedto;fr/équipe_d'italie_olympique_de_football;904;111
heath_ledger;hasgender;male;727;1
setsuko_hara;hasgender;female;1145;2
kevin_hunt_(footballer);hasgender;male;840;1
de/adam_kensy;isaffiliatedto;poland_national_football_team;964;39
kelvin_etuhu;isaffiliatedto;cardiff_city_fc;1;1
sam_nujoma;haswonprize;indira_gandhi_prize;2115;66
andy_roddie;playsfor;stranraer_fc;1;1
peter_barnes_(footballer);playsfor;ballymena_united_fc;5;1
juan_carlos_mariño;playsfor;ks_dinamo_tirana;1;1
adam_smith_(footballer_born_february_1985);isaffiliatedto;chesterfield_fc;3;1
pedro_león;playsfor;real_murcia;1;1
serge_djiehoua;playsfor;thanda_royal_zulu_fc;1;1
césar_belli;isaffiliatedto;mirassol_futebol_clube;1;1
poli_garcia;isaffiliatedto;san_diego_sockers_(1978–96);1;1
kath_soucie;actedin;the_rugrats_movie;22;13
henri_hiltl;playsfor;france_national_football_team;81;1
leslie_lamport;wasbornin;new_york_city;9956;1
kosta_perović;isaffiliatedto;nba_development_league;338;4
igor_lolo;isaffiliatedto;fc_kuban_krasnodar;1;1
ellen_barkin;actedin;the_fan_(1996_film);187;891
jean-eudes_maurice;playsfor;rc_lens;3;1
loris_reina;isaffiliatedto;r_charleroi_sc;1;1
mattias_andersson_(footballer);isaffiliatedto;bk_häcken;1;1
augustine_eguavoen;isaffiliatedto;enyimba_international_fc;139;14
tetsuya_asano;isaffiliatedto;nagoya_grampus;2;1
joseph_bologna;directed;love_is_all_there_is;1;1
blerim_rrustemi;playsfor;ac_horsens;2;2
nerijus_barasa;isaffiliatedto;lithuania_national_football_team;19;1
emma_kete;playsfor;western_new_york_flash;1;3
billy_davies;isaffiliatedto;rangers_fc;1;1
mohamed_sarr;isaffiliatedto;acd_treviso_2013;2;1
ivan_starkov;playsfor;fc_ska-energiya_khabarovsk;1;1
gary_roberts_(footballer_born_1987);isaffiliatedto;england_national_under-17_football_team;1;1
ismail_kadare;haswonprize;prix_mondial_cino_del_duca;666;11
penarth;islocatedin;wales;4;1
bryan_singer;created;the_triangle_(miniseries);268;54
ziad_tlemçani;isaffiliatedto;vitória_sc;4;1
john_ashton_(actor);actedin;meet_the_deedles;1588;4050
andy_rhodes;isaffiliatedto;oldham_athletic_afc;1;1
gheorghe_asachi;iscitizenof;romania;2;1
domagoj_vida;playsfor;fc_dynamo_kyiv;16;1
volodymyr_bidlovskyi;isaffiliatedto;fc_krymteplytsia_molodizhne;1;1
george_porter;graduatedfrom;university_of_leeds;471;36
marco_haber;playsfor;1_fc_kaiserslautern;8;1
perry_kitchen;playsfor;chicago_fire_premier;1;1
i̇skenderun;islocatedin;hatay;23;84
oleksandr_shovkovskiy;playsfor;ukraine_national_under-21_football_team;11;1
john_w_vogt_jr;diedin;melbourne_florida;123;17
taku_harada;hasgender;male;9618;1
vinay_pathak;actedin;johnny_gaddaar;45080;652
yakov_sinai;haswonprize;nemmers_prize_in_mathematics;14;6
dave_simpson_(soccer);playsfor;canada_men's_national_under-20_soccer_team;1;2
geoffrey_verweij;isaffiliatedto;ijsselmeervogels;2;1
crossing_of_the_düna;happenedin;de/sachsen-polen;8;152
joseba_del_olmo;playsfor;arenas_club_de_getxo;1;1
oahu;islocatedin;united_states;1950;2
joachim_fuchsberger;actedin;what_have_you_done_to_solange?;741;956
tanya_plibersek;isleaderof;australian_labor_party;4;5
miroslav_sovič;playsfor;mfk_košice;2;1
vidar_riseth;isaffiliatedto;lillestrøm_sk;2;1
william_p_hobby_airport;islocatedin;houston;40;2
denis_kirilenko;playsfor;fc_fakel_voronezh;140;10
gmina_wizna;islocatedin;podlaskie_voivodeship;3;1
hugo_veloso_oliveira_silva;isaffiliatedto;cruzeiro_esporte_clube;3;1
john_inglis_(footballer);playsfor;st_johnstone_fc;3;1
paul_mccartney;hasmusicalrole;wordnet_bass_guitar_102804123;102;3
giovanny_espinoza;isaffiliatedto;vitesse;1;1
andy_marriott;playsfor;sunderland_afc;4;1
christoph_burkhard;wasbornin;aichach;32310;70435
ervin_skela;playsfor;tus_koblenz;3;1
buddy_farah;isaffiliatedto;nejmeh_sc;1;1
albert_flewitt;playsfor;west_bromwich_albion_fc;12;1
sergey_timofeev;playsfor;fc_kyzylzhar;1;2
morten_berre;isaffiliatedto;fc_st_pauli;2;1
samuel_hui;actedin;games_gamblers_play;39;64
don_donovan;isaffiliatedto;republic_of_ireland_national_football_team;8;1
joeri_dequevy;playsfor;k_sint-truidense_vv;1;1
rabah_madjer;isaffiliatedto;tours_fc;1;1
francisco_javier_torres;isaffiliatedto;monarcas_morelia;1;1
carl_dale;isaffiliatedto;rhyl_fc;109;4
jack_white_(film_producer);created;up_in_daisy's_penthouse;2;40
kulbhushan_kharbanda;actedin;jo_jeeta_wohi_sikandar;120;325
simone_grippo;isaffiliatedto;frosinone_calcio;1;1
liam_dolman;isaffiliatedto;aylesbury_united_fc;1;1
antonis_katsis;isaffiliatedto;ac_omonia;1;1
lake_grace_western_australia;islocatedin;western_australia;3;1
jesús_ramírez;playsfor;cruz_azul;4;2
calicut_international_airport;isconnectedto;dubai_international_airport;4;1
moumouni_dagano;isaffiliatedto;krc_genk;1;1
logan_tom;isaffiliatedto;hisamitsu_springs;1;1
adem_dursun;playsfor;boluspor;5;1
sandy_robertson_(footballer_born_1971);isaffiliatedto;coventry_city_fc;1;1
apopka_florida;islocatedin;seminole_county_florida;194;51
craig_mcewan_(footballer);hasgender;male;1400;1
gower_champion;hasgender;male;2613;1
liverpool_john_lennon_airport;isconnectedto;warsaw_chopin_airport;34;19
andrzej_juskowiak;playsfor;sporting_clube_de_portugal;5;1
jane_powell;actedin;the_girl_most_likely;819;1004
larbi_benbarek;isaffiliatedto;france_national_football_team;1;1
almiro_lobo;playsfor;cd_maxaquene;1;1
robbie_herrera;playsfor;merthyr_tydfil_fc;1;1
tito_vilanova;isaffiliatedto;ue_lleida;1;1
richmal_crompton;hasgender;female;15591;2
maciej_nalepa;isaffiliatedto;de/stal_rzeszów;3;10
rick_moranis;actedin;streets_of_fire;1389;3758
stefano_argilli;playsfor;frosinone_calcio;2;1
james_weams;playsfor;mogi_mirim_esporte_clube;1757;155
gláucio_de_jesus_carvalho;isaffiliatedto;sport_club_corinthians_alagoano;1;1
marco_amelia;hasgender;male;1204;1
kristi_vangjeli;playsfor;kf_skënderbeu_korçë;3;1
paulo_nagamura;isaffiliatedto;arsenal_fc;64099;851
elizabeth_hartman;hasgender;female;35;2
josh_magennis;isaffiliatedto;grimsby_town_fc;1;1
everton_giovanella;isaffiliatedto;clube_esportivo_lajeadense;1;1
róbert_petrovický;isaffiliatedto;hc_ambrì-piotta;25;23
matt_kmosko;isaffiliatedto;hartwick_college;1;1
carl_emberson;playsfor;luton_town_fc;3;1
daniel_ellensohn;playsfor;macarthur_rams_fc;3;1
riccardo_fissore;isaffiliatedto;inter_milan;2;1
zaandam;islocatedin;netherlands;365;1
marco_mak;edited;twin_dragons;1;9
juan_carlos_sarnari;isaffiliatedto;club_atlético_river_plate;1;1
sebino_plaku;playsfor;besëlidhja_lezhë;1;2
kevin_mckinlay;isaffiliatedto;stenhousemuir_fc;1;1
bill_mcpherson;isaffiliatedto;fall_river_marksmen;1;1
paíto;playsfor;sporting_clube_de_portugal;1;1
indianola_iowa;islocatedin;warren_county_iowa;2;2
yozhef_betsa;diedin;mukacheve;3;3
lhoka_(shannan)_prefecture;islocatedin;tibet_autonomous_region;6;1
sylvan_ebanks-blake;wasbornin;cambridge;1194;11
matteo_mandorlini;isaffiliatedto;spezia_calcio;2;1
harold_hardman;isaffiliatedto;stoke_city_fc;1;1
bruno_lazaroni;isaffiliatedto;associação_naval_1º_de_maio;1;1
lee_bracey;playsfor;swansea_city_afc;3317;85
júlio_césar_(footballer_born_january_1983);playsfor;salgueiro_atlético_clube;1;2
steve_howard;playsfor;derby_county_fc;3;1
hampton_virginia;islocatedin;united_states;691;1
gábor_bardi;isaffiliatedto;zalaegerszegi_te;3;1
jorge_soto_(footballer);wasbornin;lima;22;1
noel_blake;isaffiliatedto;england_national_under-19_football_team;7199;259
alan_green_(soccer);isaffiliatedto;san_jose_earthquakes_(1974–88);2;1
rawez_lawan;isaffiliatedto;sweden_national_under-21_football_team;17;1
