eadgifu_of_wessex;spouse;herbert_iii_of_omois;1;1
pope;name;rome;37;146
willa_of_burgundy;parent;guilla_of_provence;1;1
ferdinand_iv_of_castile;parent;mar_a_de_molina;1;1
princess_magdalena_augusta_of_anhalt_zerbst;name;magdalena_augusta_of_anhalt_zerbst;142;755
bertrada_of_laon;gender;female;38;1
maria_theresa_of_naples_and_sicily;child;archduke_franz_karl_of_austria;1;1
ferdinand_duke_of_viseu;sibling;eleanor_of_portugal_holy_roman_empress;2;2
agnes_of_france_duchess_of_burgundy;name;agnes_of_france;392;2392
william_iv_duke_of_aquitaine;name;william_iv_duke_of_aquitaine;1;1
margaret_countess_of_vertus;spouse;richard_count_of__tampes;1;1
princess_christine_louise_of_oettinge_oettingen;child;charlotte_christine_of_brunswic_wolfenb_ttel;317;1533
clemence_of_austria;father;rudolf_i_of_germany;1;1
francis_hyacinth_duke_of_savoy;predecessor;victor_amadeus_i_duke_of_savoy;1;1
philip_count_of_longueville;hasspouse;no;38;1
joanna_of_castile;hasspouse;yes;1;1
joan_iii_countess_of_burgundy;mother;joan_ii_countess_of_burgundy;1;1
archduchess_maria_elisabeth_of_austria_born_1737;hasspouse;no;46;1
janus_of_cyprus;spouse;charlotte_of_bourbon_queen_of_cyprus;1;1
victor_amadeus_ii_of_sardinia;child;maria_vittoria_of_savoy;678;2236
frederick_william_duke_of_mecklenburg_schwerin;successor;adolphus_frederick_ii_duke_of_mecklenburg_strelitz;1;1
margaret_of_cleves_duchess_of_bavaria_munich;hasspouse;no;207;1
james_stewart_5th_high_steward_of_scotland;gender;male;109;1
matilda_of_bavaria_margravine_of_meissen;parent;louis_iv_holy_roman_emperor;1;1
charles_ix_of_france;spouse;elisabeth_of_austria_queen_of_france;1;1
mary_of_guise;mother;antoinette_of_bourbon;1;1
peter_ii_of_aragon;mother;sancha_of_castile_queen_of_aragon;1;2
marie_of_brabant_queen_of_france;gender;female;4;1
magnus_i_duke_of_brunswic_l_neburg;hasspouse;yes;25;1
eleonore_of_austria_queen_of_poland;gender;female;127;1
agnes_of_france_duchess_of_burgundy;parent;margaret_of_provence;1;1
anne_marie_d_orl_ans;child;marie_ad_la_de_of_savoy;1;1
berengaria_of_barcelona;gender;female;2;1
albert_i_of_germany;hasspouse;yes;1;1
william_the_younger_duke_of_brunswic_l_neburg;child;frederick_iv_duke_of_brunswic_l_neburg;30;893
philip_ii_of_spain;father;charles_v_holy_roman_emperor;1;1
elizabeth_mure;hasspouse;yes;8;1
berengar_ii_of_italy;child;rozala_of_italy;1;1
eleanor_of_aquitaine;predecessor;william_x_duke_of_aquitaine;1;1
claude_of_france;child;madeleine_of_valois;628;1760
princess_sophia_of_the_united_kingdom;hasspouse;no;49;1
philip_ii_duke_of_savoy;parent;louis_duke_of_savoy;1;1
louis_iv_holy_roman_emperor;mother;matilda_of_habsburg;1;1
antonio_farnese_duke_of_parma;hasspouse;no;120;1
john_ii_of_france;successor;philip_the_bold;1;1
theobald_ii_duke_of_lorraine;parent;frederick_iii_duke_of_lorraine;1;1
joanna_of_castile;child;catherine_of_austria_queen_of_portugal;1;1
rozala_of_italy;hasspouse;yes;3;1
charles_count_of_angoul_me;name;charles_of_orl_ans_count_of_angoul_me;2431;2560
ernest_frederick_i_duke_of_saxe_hildburghausen;gender;male;504;2
francis_ii_holy_roman_emperor;hasspouse;yes;1;1
francis_ii_duke_of_brittany;predecessor;arthur_iii_duke_of_brittany;1;1
margaret_of_austria_queen_of_spain;mother;maria_anna_of_bavaria_born_1551;1;1
louis_viii_of_france;name;louis_viii;256;2443
ren__ii_duke_of_lorraine;child;louis_count_of_vaud_mont;106;1498
francesco_iii_d_este_duke_of_modena;gender;male;62;1
baldwin_ii_of_jerusalem;hasspouse;no;124;1
robert_ii_count_of_dreux;child;robert_iii_count_of_dreux;1;1
empress_jos_phine;child;eug_ne_de_beauharnais;974;2025
sviatopolk_i_of_kiev;predecessor;vladimir_the_great;1;1
louis_v_duke_of_bavaria;hasspouse;no;162;1
sancho_i_of_portugal;predecessor;afonso_i_of_portugal;1;1
alice_of_namur;spouse;baldwin_iv_count_of_hainaut;1;1
beatrice_of_england;parent;henry_iii_of_england;1;1
margaret_ferch_dafydd;hasspouse;no;220;1
maximilian_ii_holy_roman_emperor;child;archduke_ernest_of_austria;1;1
louis_iv_of_france;successor;lothair_of_france;1;1
cosimo_de_medici;mother;piccarda_bueri;1;2
francis_i_of_france;mother;louise_of_savoy;1;2
hemma;hasspouse;yes;3;1
matilda_of_saxony_countess_of_flanders;spouse;baldwin_iii_count_of_flanders;1;1
louis_v_of_france;gender;male;8;1
bonne_of_luxembourg;spouse;john_ii_of_france;1;1
volodar_glebovich_prince_of_minsk;spouse;richeza_of_poland_queen_of_sweden;2;1
maredudd_ap_tudur;gender;male;230;1
sancho_iii_of_castile;name;sancho_iii;897;2517
maria_antonia_ferdinanda_of_spain;father;philip_v_of_spain;2;2
margaret_of_denmark_queen_of_scotland;spouse;james_iii_of_scotland;1;1
james_i_of_aragon;father;peter_ii_of_aragon;1;1
jasper_tudor;hasspouse;no;224;1
afonso_ii_of_portugal;child;fernando_lord_of_serpa;345;2420
conrad_i_count_of_auxerre;hasspouse;yes;43;2
joan_ii_of_navarre;child;louis_duke_of_durazzo;2;1
isabel_of_barcelos;spouse;john_constable_of_portugal;1;1
baldwin_v_count_of_hainaut;father;baldwin_iv_count_of_hainaut;1;2
william_iii_of_m_con;name;william_iii;105;401
bertha_of_burgundy;hasspouse;yes;1;1
napoleon_ii;hasspouse;no;9;2
john_i_duke_of_cleves;hasspouse;no;1321;1
louis_duke_of_savoy;child;marie_of_savoy_countess_of_saint_pol;1;1
francis_ii_holy_roman_emperor;child;maria_leopoldina_of_austria;1;1
charles_emmanuel_iii_of_sardinia;child;princess_eleonora_of_savoy;25;718
charlotte_of_savoy;mother;anne_of_cyprus;1;1
margaret_of_anjou;parent;ren__of_anjou;1;1
louis_dauphin_of_france_son_of_louis_xiv;gender;male;5;1
catherine_of_vend_me;parent;joan_of_ponthieu_dame_of_epernon;1;1
emma_of_italy;spouse;lothair_of_france;1;1
philip_the_good;sibling;mary_of_burgundy_duchess_of_cleves;1;1
hugh_magnus;mother;constance_of_arles;1;1
adele_of_vermandois;hasspouse;yes;17;1
louis_vii_of_france;hasspouse;yes;1;1
louis_the_german;child;carloman_of_bavaria;1;1
odo_of_france;parent;robert_the_strong;1;1
princess_augusta_of_saxe_gotha;child;prince_william_henry_duke_of_gloucester_and_edinburgh;1;1
peter_i_of_portugal;child;maria_of_portugal_marchioness_of_tortosa;23;731
louis_ix_of_france;child;john_tristan_count_of_valois;1;1
judith_of_habsburg;child;wenceslaus_iii_of_bohemia;905;1961
maria_anna_of_bavaria_born_1551;child;maria_christina_princess_of_transylvania;2;399
anne_of_foix_candale;parent;catherine_of_foix_countess_of_candale;1;1
archduchess_maria_theresa_of_austria_este_1817_1886;parent;francis_iv_duke_of_modena;1;1
beatriz_of_portugal_duchess_of_viseu;parent;john_constable_of_portugal;1;1
yolande_duchess_of_lorraine;gender;female;23;1
odo_iii_duke_of_burgundy;spouse;theresa_of_portugal_countess_of_flanders;1;1
louis_duke_of_savoy;spouse;anne_of_cyprus;1;1
louise_of_savoy;child;margaret_of_valois_angoul_me;1;1
hortense_de_beauharnais;spouse;louis_bonaparte;1;2
john_of_gaunt;child;philippa_of_lancaster;858;2237
margaret_of_burgundy_queen_of_france;parent;agnes_of_france_duchess_of_burgundy;1;1
ramon_berenguer_iii_count_of_barcelona;father;ramon_berenguer_ii_count_of_barcelona;1;1
henry_i_count_of_champagne;spouse;marie_of_france_countess_of_champagne;1;1
afonso_iii_of_portugal;child;martim_afonso_chichorro;97;1617
john_iv_duke_of_brittany;father;john_of_montfort;1;1
eleanor_of_aragon_queen_of_portugal;child;eleanor_of_portugal_holy_roman_empress;1;1
prince_philippe_count_of_paris;child;prince_ferdinand_duke_of_montpensier;4;5
isabella_duchess_of_lorraine;father;charles_ii_duke_of_lorraine;1;1
francis_duke_of_guise;hasspouse;no;209;1
duchess_helene_of_mecklenburg_schwerin;parent;princess_caroline_louise_of_saxe_weimar_eisenach;1;1
maria_anna_of_savoy;hasspouse;no;195;1
henry_ii_of_england;name;henry_ii;334;54
henry_ii_of_navarre;successor;antoine_of_navarre;2;1
ernest_i_duke_of_brunswic_l_neburg;successor;william_the_younger_duke_of_brunswic_l_neburg;1;1
leopold_ii_holy_roman_emperor;child;archduke_rainer_joseph_of_austria;1;1
eug_nie_de_montijo;mother;mar_a_manuela_kirkpatrick_de_grevign_e;1;2
dangereuse_de_l_isle_bouchard;parent;bartholomew_de_l_isle_bouchard;1;1
philip_iv_of_france;predecessor;philip_iii_of_france;1;1
willa_of_tuscany;hasspouse;yes;2;1
aimery_i_viscount_of_ch_tellerault;gender;male;294;1
william_i_count_of_hainaut;spouse;joan_of_valois_countess_of_hainaut;1;1
engeltrude_de_f_zensac;father;leuthard_i_of_paris;1;1
peter_of_courtenay_lord_of_conches;parent;robert_of_courtenay_lord_of_champignelles;1;1
francis_duke_of_anjou;hasspouse;no;47;2
nicholas_d_oisy_lord_of_avesnes;father;walter_i_lord_of_avesnes;1;1
guy_count_of_flanders;gender;male;71;1
francis_i_holy_roman_emperor;child;ferdinand_karl_archduke_of_austria_este;1;1
henry_i_of_france;spouse;matilda_of_frisia;1;1
john_i_duke_of_brittany;spouse;blanche_of_navarre_duchess_of_brittany;2;2
remigius_of_rouen;hasspouse;no;1312;1
bona_of_savoy;parent;louis_duke_of_savoy;1;1
ren__of_anjou;child;louis_of_anjou_marquis_of_pont___mousson;193;1843
odo_ii_duke_of_burgundy;gender;male;181;1
louis_the_german;successor;louis_the_younger;1;1
ferdinand_philippe_duke_of_orl_ans;successor;prince_philippe_count_of_paris;1;1
alfonso_ix_of_le_n;spouse;theresa_of_portugal_queen_of_le_n;1;1
marie_de_medici;spouse;henry_iv_of_france;1;1
judith_of_habsburg;sibling;albert_i_of_germany;4;2
judith_of_habsburg;mother;gertrude_of_hohenberg;1;1
agatha_wife_of_edward_the_exile;hasspouse;yes;5;1
ludmilla_of_bohemia;hasspouse;yes;10;1
elisabeth_of_nuremberg;parent;elisabeth_of_meissen;1;1
henry_vii_of_england;child;henry_viii;1;1
alfonso_viii_of_castile;child;eleanor_of_castile_died_1244;1;1
leopold_duke_of_lorraine;child;elisabeth_therese_of_lorraine;235;1265
elisabeth_christine_of_brunswic_wolfenb_ttel;parent;louis_rudolph_duke_of_brunswic_l_neburg;1;1
blanche_of_brittany;spouse;philip_of_artois;1;1
anna_maria_of_mecklenburg_schwerin;mother;anna_maria_of_ostfriesland;1;1
beatrice_regina_della_scala;parent;mastino_ii_della_scala;1;1
afonso_iii_of_portugal;spouse;beatrice_of_castile_1242_1303;1;2
adelaide_of_paris;child;charles_the_simple;1;1
henry_ii_of_france;parent;claude_of_france;1;1
princess_maria_carolina_of_bourbo_two_sicilies_1820_1861;hasspouse;no;155;1
valdemar_i_of_denmark;gender;male;8;1
isabella_i_of_castile;child;john_prince_of_asturias;1;1
borrell_ii_count_of_barcelona;hasspouse;no;34;2
elisabeth_of_austria_duchess_of_lorraine;spouse;frederick_iv_duke_of_lorraine;1;1
philippe_i_duke_of_orl_ans;spouse;elizabeth_charlotte_madame_palatine;1;1
afonso_iv_of_portugal;child;peter_i_of_portugal;1;1
john_constable_of_portugal;gender;male;56;1
_lffl_d_wife_of_edward_the_elder;child;eadhild;1;2
carloman_of_bavaria;predecessor;louis_the_german;1;1
judith_of_poland;hasspouse;no;211;1
prince_louis_count_of_aquila;hasspouse;no;154;1
germaine_of_foix;hasspouse;yes;181;2
philip_v_of_france;predecessor;john_i_of_france;1;1
joanna_of_austria_grand_duchess_of_tuscany;child;marie_de_medici;1;1
john_of_gaunt;child;elizabeth_of_lancaster_duchess_of_exeter;23;590
alfonso_x_of_castile;child;beatrice_of_castile_1242_1303;772;2369
margaret_of_bourbon_1438_1483;hasspouse;yes;4;1
ferdinand_i_of_the_two_sicilies;child;carlo_duke_of_calabria;1;1
isabeau_of_bavaria;hasspouse;yes;9;1
theobald_iii_count_of_blois;name;theobald_iii_count_of_blois;1;1
margaret_of_brabant;child;john_of_bohemia;1;1
princess_christine_louise_of_oettinge_oettingen;gender;female;53;1
ecgberht_king_of_wessex;name;ecgberht;174;1190
edward_iii_of_england;parent;isabella_of_france;1;1
peter_i_of_courtenay;hasspouse;no;27;1
henry_ii_of_castile;predecessor;peter_of_castile;1;1
charles_d_orl_ans_duke_of_penthi_vre;hasspouse;no;1328;1
jeanne_de_bourbon_duchess_of_bourbon;mother;isabelle_de_beauvau;1;1
william_of_winchester_lord_of_lunenburg;parent;matilda_of_england_duchess_of_saxony;1;1
rudolf_i_of_germany;child;otto_iii_duke_of_bavaria;575;2153
james_i_of_scotland;child;mary_stewart_countess_of_buchan;97;1284
frederick_iii_holy_roman_emperor;father;ernest_duke_of_austria;1;1
louis_bonaparte;name;louis_i;266;36
walter_archbishop_of_sens;gender;male;1655;2
marie_caroline_of_bourbo_two_sicilies_duchess_of_berry;spouse;charles_ferdinand_duke_of_berry;1;1
richilde_countess_of_hainaut;spouse;baldwin_vi_count_of_flanders;1;1
matilda_of_b_thune;parent;robert_vii_lord_of_b_thune;1;1
agnes_of_merania;child;philip_i_count_of_boulogne;2;1
francis_ii_duke_of_brittany;father;richard_count_of__tampes;1;1
arnulf_count_of_holland;name;arnulf;1333;2503
john_of_bohemia;child;wenceslaus_i_duke_of_luxembourg;83;1302
philip_iv_of_spain;successor;john_iv_of_portugal;1;1
eleanor_of_aquitaine;child;richard_i_of_england;1;1
a_nor_de_ch_tellerault;mother;dangereuse_de_l_isle_bouchard;1;1
prince_christian_of_hesse_darmstadt;hasspouse;no;201;1
antoinette_of_bourbon;sibling;charles_duke_of_vend_me;3;3
james_iii_of_scotland;name;james_iii;476;2488
ermentrude_of_orl_ans;child;louis_the_stammerer;1;1
louis_antoine_duke_of_angoul_me;hasspouse;yes;13;1
louis_xviii;parent;maria_josepha_of_saxony_dauphine_of_france;2;1
francis_ii_of_france;father;henry_ii_of_france;1;1
louis_xiv;child;louis_auguste_duke_of_maine;771;2551
mahaut_of_ch_tillon;father;guy_iv_count_of_saint_pol;1;1
mary_of_burgundy_duchess_of_cleves;sibling;agnes_of_burgundy_duchess_of_bourbon;1;1
ferdinand_iv_of_castile;parent;sancho_iv_of_castile;1;1
maria_josepha_of_austria;child;maria_anna_sophia_of_saxony;80;1575
francis_ii_holy_roman_emperor;sibling;archduchess_maria_clementina_of_austria;3;4
louis_dauphin_of_france_son_of_louis_xv;child;charles_x;1;1
blanche_of_navarre_duchess_of_brittany;spouse;john_i_duke_of_brittany;2;2
henry_count_of_portugal;hasspouse;yes;7;1
william_ix_duke_of_aquitaine;spouse;ermengarde_of_anjou_d._1146;1;1
joan_i_of_navarre;parent;henry_i_of_navarre;1;1
john_iv_duke_of_brittany;spouse;joan_of_navarre_queen_of_england;1;1
bathilde_d_orl_ans;hasspouse;no;240;1
gilbert_duke_of_lorraine;hasspouse;yes;39;2
charlotte_of_mecklenburg_strelitz;child;princess_amelia_of_the_united_kingdom;1;1
igor_yaroslavich;hasspouse;no;41;1
adelaide_of_auxerre_born_c._870;gender;female;4;1
afonso_i_of_portugal;spouse;matilda_of_savoy_queen_of_portugal;1;1
cosimo_de_medici;successor;piero_di_cosimo_de_medici;1;1
henry_ii_of_england;child;geoffrey_archbishop_of_york;59;998
philip_of_france_1116_1131;father;louis_vi_of_france;1;1
ramon_borrell_count_of_barcelona;gender;male;26;1
adelaide_countess_of_burgundy;hasspouse;yes;17;1
willa_of_tuscany;successor;gerberga_of_m_con;1;1
henry_the_lion;successor;otto_i_duke_of_bavaria;1;1
francesco_i_de_medici_grand_duke_of_tuscany;spouse;joanna_of_austria_grand_duchess_of_tuscany;1;1
louis_xii;gender;male;8;1
eleanor_of_aragon_queen_of_castile;hasspouse;yes;33;2
marie_of_france_duchess_of_brabant;hasspouse;yes;72;2
mary_of_hungary_queen_of_naples;child;john_duke_of_durazzo;7;661
joan_ii_countess_of_burgundy;parent;mahaut_countess_of_artois;1;1
john_stewart_of_darnley;successor;john_stewart_3rd_lord_of_aubigny;469;2519
john_i_duke_of_brittany;father;peter_i_duke_of_brittany;1;1
berengaria_of_castile;hasspouse;yes;11;2
victor_amadeus_i_duke_of_savoy;child;princess_luisa_cristina_of_savoy;116;1494
eleanor_of_aquitaine;spouse;henry_ii_of_england;1;1
iziaslav_i_of_kiev;hasspouse;no;18;1
charles_ii_of_naples;gender;male;36;1
ren__ii_duke_of_lorraine;father;frederick_ii_count_of_vaud_mont;1;1
rudolf_ii_holy_roman_emperor;predecessor;maximilian_ii_holy_roman_emperor;1;1
ingeborg_of_denmark_queen_of_france;gender;female;8;1
otto_iv_count_of_burgundy;predecessor;adelaide_countess_of_burgundy;1;1
adolphus_frederick_ii_duke_of_mecklenburg_strelitz;successor;adolphus_frederick_iii_duke_of_mecklenburg_strelitz;1;2
louis_i_of_brzeg;hasspouse;no;145;2
matilda_of_ringelheim;hasspouse;yes;8;1
victor_amadeus_iii_of_sardinia;parent;polyxena_of_hesse_rotenburg;1;1
constance_of_castile;hasspouse;yes;2;1
maria_theresa_of_austria_este_queen_of_sardinia;child;maria_teresa_of_savoy_1803_1879;293;1928
louis_duke_of_savoy;hasspouse;yes;3;1
ferdinand_iv_of_castile;child;alfonso_xi_of_castile;1;1
mary_queen_of_scots;spouse;francis_ii_of_france;1;1
louis_iv_of_france;gender;male;2;1
hugh_iii_duke_of_burgundy;father;odo_ii_duke_of_burgundy;1;1
matilda_of_brandenburg_duchess_of_brunswic_l_neburg;spouse;otto_i_duke_of_brunswic_l_neburg;1;1
countess_sophia_albertine_of_erbach_erbach;gender;female;48;1
joan_of_valois_countess_of_hainaut;sibling;philip_vi_of_france;1;1
alfonso_x_of_castile;child;fernando_de_la_cerda_1255_1275;44;1067
victor_amadeus_ii_of_sardinia;successor;charles_emmanuel_iii_of_sardinia;1;1
joanna_of_austria_grand_duchess_of_tuscany;name;joanna_of_austria;387;2035
louis_xiii;father;henry_iv_of_france;1;1
robert_i_count_of_flanders;hasspouse;yes;49;2
hildegarde_of_burgundy;hasspouse;yes;11;1
ernest_augustus_elector_of_hanover;father;george_duke_of_brunswic_calenberg;1;1
ferdinand_iii_grand_duke_of_tuscany;predecessor;leopold_ii_holy_roman_emperor;2;1
ecgberht_king_of_wessex;successor;_thelwulf_king_of_wessex;1;1
louis_iv_holy_roman_emperor;child;stephen_ii_duke_of_bavaria;1;1
albert_i_duke_of_bavaria;hasspouse;yes;11;1
robert_ii_of_scotland;hasspouse;yes;2;1
gaston_de_foix_count_of_candale;hasspouse;yes;21;1
james_ii_of_scotland;parent;james_i_of_scotland;1;1
alexander_stewart_4th_high_steward_of_scotland;name;alexander_stewart;923;2563
gisela_of_burgundy_marchioness_of_montferrat;name;gisela_of_burgundy;233;496
elizabeth_of_bohemia_1292_1330;father;wenceslaus_ii_of_bohemia;1;1
philip_v_of_spain;parent;louis_dauphin_of_france_son_of_louis_xiv;1;1
margaret_of_valois;mother;catherine_de_medici;1;1
agnes_of_loon;spouse;otto_i_duke_of_bavaria;1;1
vladislaus_ii_of_hungary;gender;male;71;1
fernando_lord_of_serpa;hasspouse;no;1365;1
francis_hyacinth_duke_of_savoy;hasspouse;no;164;1
pepin_the_short;successor;charlemagne;1;1
joan_beaufort_queen_of_scots;parent;margaret_holland_duchess_of_clarence;1;1
marie_antoinette;child;louis_xvii;1;1
adam_fitzroy;hasspouse;no;153;1
charles_iii_duke_of_savoy;spouse;beatrice_of_portugal_duchess_of_savoy;1;1
albert_azzo_ii_margrave_of_milan;parent;albert_azzo_i_margrave_of_milan;1;1
ermentrude_de_roucy;spouse;otto_william_count_of_burgundy;1;1
frederick_prince_of_wales;child;george_iii;1;1
philip_the_bold;parent;john_ii_of_france;1;1
prince_leopold_count_of_syracuse;hasspouse;no;1375;1
joseph_ii_holy_roman_emperor;predecessor;maria_theresa;1;1
carloman_ii;gender;male;13;1
joan_fitzalan_countess_of_hereford;sibling;alice_holland_countess_of_kent;1;1
leopold_ii_holy_roman_emperor;child;archduchess_maria_clementina_of_austria;1;1
john_i_duke_of_lorraine;gender;male;2;1
borrell_ii_count_of_barcelona;father;sunyer_count_of_barcelona;1;1
charlemagne;parent;pepin_the_short;1;1
afonso_iii_of_portugal;child;sancha_of_portugal_born_1264;79;1212
olga_of_kiev;spouse;igor_of_kiev;1;1
otto_iv_count_of_burgundy;parent;adelaide_countess_of_burgundy;1;1
cosimo_i_de_medici_grand_duke_of_tuscany;parent;giovanni_delle_bande_nere;1;1
louis_dauphin_of_france_son_of_louis_xv;child;louis_xvi;1;1
bonne_of_luxembourg;child;philip_the_bold;1;1
rudolph_of_france;predecessor;robert_i_of_france;1;1
elisabeth_of_cleves;spouse;stephen_iii_duke_of_bavaria;1;1
louis_i_duke_of_orl_ans;child;jean_de_dunois;1339;2499
louise_henriette_de_bourbon;spouse;louis_philippe_i_duke_of_orl_ans;1;1
henry_i_of_england;spouse;matilda_of_scotland;1;1
victor_amadeus_ii_of_sardinia;child;victor_amadeus_prince_of_piedmont;1;2
theodoric_ii_duke_of_lorraine;child;simon_i_duke_of_lorraine;1;1
adelaide_of_auxerre_born_c._870;father;conrad_ii_duke_of_transjurane_burgundy;1;3
alys_of_france_countess_of_vexin;gender;female;5;1
leopold_duke_of_lorraine;name;leopold;255;1555
louis_the_younger;predecessor;louis_the_german;1;1
henry_ii_of_navarre;gender;male;66;1
berthold_ii_count_of_andechs;name;berthold_ii;1343;2566
richard_duke_of_burgundy;name;richard;1297;2542
hedwig_of_saxony;child;henry_i_duke_of_burgundy;340;1450
matilda_of_frisia;hasspouse;yes;11;1
eleanor_of_portugal_holy_roman_empress;sibling;ferdinand_duke_of_viseu;2;2
william_i_count_of_burgundy;hasspouse;no;27;2
