body	head	head_coverage	std_confidence	pca_confidence	positive_examples	body_size	pca_body_size	functional_variable
?a  dealswith  united_states	?a  dealswith  china	0.074500768	0.91509434	0.91509434	97	106	106	?a
?a  dealswith  italy	?a  dealswith  china	0.02688172	0.795454545	0.795454545	35	44	44	?a
?a  dealswith  japan	?a  dealswith  china	0.030721966	0.930232558	0.930232558	40	43	43	?a
?a  dealswith  netherlands	?a  dealswith  china	0.023809524	0.861111111	0.861111111	31	36	36	?a
?a  dealswith  united_kingdom	?a  dealswith  china	0.029953917	0.829787234	0.829787234	39	47	47	?a
?a  dealswith  south_korea	?a  dealswith  china	0.023809524	0.885714286	0.885714286	31	35	35	?a
?a  dealswith  russia	?a  dealswith  china	0.020737327	0.84375	0.84375	27	32	32	?a
?a  dealswith  france	?a  dealswith  china	0.038402458	0.78125	0.78125	50	64	64	?a
?a  islocatedin  asia	?a  dealswith  china	0.033026114	0.172	0.811320755	43	250	53	?a
?a  islocatedin  africa	?a  dealswith  china	0.029185868	0.185365854	0.745098039	38	205	51	?a
?a  imports  wordnet_food_100021265	?a  dealswith  china	0.020737327	0.794117647	0.9	27	34	30	?a
?a  imports  wordnet_fuel_114875077	?a  dealswith  china	0.021505376	0.777777778	0.823529412	28	36	34	?a
?a  imports  wordnet_chemical_114806838	?a  dealswith  china	0.040706605	0.815384615	0.868852459	53	65	61	?a
?a  imports  wordnet_foodstuff_107566340	?a  dealswith  china	0.034562212	0.775862069	0.818181818	45	58	55	?a
?a  exports  wordnet_coffee_bean_107929351	?a  dealswith  china	0.022273425	0.878787879	0.90625	29	33	32	?a
?a  imports  wordnet_machinery_103701640	?a  dealswith  china	0.026113671	0.755555556	0.829268293	34	45	41	?a
?a  exports  wordnet_chemical_114806838	?a  dealswith  china	0.01843318	0.727272727	0.8	24	33	30	?a
?a  participatedin  war_in_afghanistan_(2001–present)	?a  dealswith  china	0.024577573	0.653061224	0.761904762	32	49	42	?a
?a  participatedin  operation_enduring_freedom	?a  dealswith  china	0.022273425	0.743589744	0.90625	29	39	32	?a
?a  participatedin  operation_enduring_freedom_–_horn_of_africa	?a  dealswith  china	0.020737327	0.658536585	0.818181818	27	41	33	?a
?a  participatedin  war_on_terror	?a  dealswith  china	0.040706605	0.670886076	0.779411765	53	79	68	?a
?a  hasofficiallanguage  arabic_language	?a  dealswith  china	0.016897081	0.536585366	0.785714286	22	41	28	?a
?a  hasofficiallanguage  spanish_language	?a  dealswith  china	0.012288786	0.666666667	0.761904762	16	24	21	?a
?a  hasofficiallanguage  french_language	?a  dealswith  china	0.016129032	0.375	0.75	21	56	28	?a
?a  owns  esro	?a  dealswith  china	0.004608295	0.6	0.857142857	6	10	7	?a
?a  hascurrency  west_african_cfa_franc	?a  dealswith  china	0.003840246	0.714285714	0.714285714	5	7	7	?a
?a  haswonprize  order_of_the_red_banner	?a  diedin  moscow	0.006704152	0.765432099	0.873239437	62	81	71	?a
?a  haswonprize  order_of_kutuzov	?a  diedin  moscow	0.003460208	0.780487805	0.914285714	32	41	35	?a
?a  haswonprize  order_of_the_red_star	?a  diedin  moscow	0.0058391	0.782608696	0.9	54	69	60	?a
?a  haswonprize  order_of_suvorov	?a  diedin  moscow	0.004541522	0.7	0.763636364	42	60	55	?a
?a  haswonprize  lenin_prize	?a  diedin  moscow	0.005622837	0.626506024	0.8125	52	83	64	?a
?a  haswonprize  order_of_lenin	?a  diedin  moscow	0.012651384	0.596938776	0.774834437	117	196	151	?a
?a  haswonprize  ussr_state_prize	?a  diedin  moscow	0.006163495	0.537735849	0.780821918	57	106	73	?a
?a  haswonprize  order_of_the_october_revolution	?a  diedin  moscow	0.007028547	0.643564356	0.8125	65	101	80	?a
?a  haswonprize  order_of_the_red_banner_of_labour	?a  diedin  moscow	0.006704152	0.563636364	0.837837838	62	110	74	?a
?a  worksat  university_of_göttingen	?a  iscitizenof  germany	0.006657019	0.522727273	0.71875	23	44	32	?a
?a  livesin  germany	?a  iscitizenof  germany	0.012156295	0.65625	0.823529412	42	64	51	?a
?a  isaffiliatedto  social_democratic_party_of_germany	?a  iscitizenof  germany	0.002894356	0.263157895	0.909090909	10	38	11	?a
?a  haswonprize  padma_vibhushan	?a  iscitizenof  india	0.004920405	0.333333333	0.772727273	17	51	22	?a
?a  haswonprize  padma_bhushan	?a  iscitizenof  india	0.006367583	0.231578947	0.846153846	22	95	26	?a
?a  haswonprize  padma_shri	?a  iscitizenof  india	0.005788712	0.153846154	0.909090909	20	130	22	?a
?a  livesin  india	?a  iscitizenof  india	0.004341534	0.340909091	0.833333333	15	44	18	?a
?a  haswonprize  national_medal_of_science	?a  iscitizenof  united_states	0.046888567	0.686440678	0.964285714	162	236	168	?a
?a  livesin  united_states	?a  iscitizenof  united_states	0.053835022	0.501347709	0.801724138	186	371	232	?a
?a  diedin  cambridge	?a  iscitizenof  united_kingdom	0.006367583	0.366666667	0.733333333	22	60	30	?a
?a  diedin  paris	?a  iscitizenof  france	0.018813314	0.16372796	0.878378378	65	397	74	?a
?a  graduatedfrom  école_normale_supérieure	?a  iscitizenof  france	0.008683068	0.588235294	0.882352941	30	51	34	?a
?a  worksat  university_of_paris	?a  iscitizenof  france	0.006367583	0.6875	0.88	22	32	25	?a
?b  ismarriedto  ?a	?a  ismarriedto  ?b	0.977907905	0.977907905	0.988963661	3674	3757	3715	?a
?a  haswonprize  national_medal_of_science	?a  livesin  united_states	0.020469799	0.258474576	0.871428571	61	236	70	?a
canada  participatedin  ?b	united_states  participatedin  ?b	0.012038835	0.805194805	0.805194805	62	77	77	?b
new_zealand  participatedin  ?b	united_kingdom  participatedin  ?b	0.00776699	0.714285714	0.714285714	40	56	56	?b
netherlands  participatedin  ?b	united_kingdom  participatedin  ?b	0.006601942	0.80952381	0.80952381	34	42	42	?b
canada  participatedin  ?b	united_kingdom  participatedin  ?b	0.01184466	0.792207792	0.792207792	61	77	77	?b
?a  hasmusicalrole  wordnet_guitar_103467517	?a  hasgender  male	0.021174977	0.843975904	0.854789506	1401	1660	1639	?a
?a  iscitizenof  united_states	?a  hasgender  male	0.016943004	0.851823708	0.862971517	1121	1316	1299	?a
?a  hasmusicalrole  wordnet_piano_103928116	?a  hasgender  male	0.012544776	0.793499044	0.799614644	830	1046	1038	?a
?a  hasmusicalrole  wordnet_vocal_music_107282006	?a  hasgender  male	0.013194686	0.740458015	0.750644884	873	1179	1163	?a
?a  livesin  united_states	?a  hasgender  male	0.00512371	0.913746631	0.916216216	339	371	370	?a
?a  haswonprize  distinguished_flying_cross_(united_states)	?a  haswonprize  legion_of_merit	0.004448694	0.718120805	0.718120805	107	149	149	?a
?a  haswonprize  silver_star	?a  haswonprize  legion_of_merit	0.006610677	0.764423077	0.764423077	159	208	208	?a
?a  haswonprize  air_medal	?a  haswonprize  legion_of_merit	0.006652253	0.7960199	0.7960199	160	201	201	?a
?a  haswonprize  distinguished_service_medal	?a  haswonprize  legion_of_merit	0.007899551	0.748031496	0.748031496	190	254	254	?a
?a  haswonprize  distinguished_service_medal_(us_army)	?a  haswonprize  legion_of_merit	0.005488109	0.804878049	0.804878049	132	164	164	?a
?a  haswonprize  distinguished_service_cross_(united_states)	?a  haswonprize  legion_of_merit	0.003658739	0.739495798	0.739495798	88	119	119	?a
?a  haswonprize  defense_distinguished_service_medal	?a  haswonprize  legion_of_merit	0.003658739	0.946236559	0.946236559	88	93	93	?a
?a  haswonprize  grammy_lifetime_achievement_award	?a  haswonprize  grammy_award	0.004199235	0.926605505	0.926605505	101	109	109	?a
?a  haswonprize  distinguished_service_medal_(us_army)	?a  haswonprize  distinguished_service_medal	0.006194911	0.908536585	0.908536585	149	164	164	?a
?a  haswonprize  purple_heart	?a  haswonprize  bronze_star_medal	0.00523865	0.773006135	0.773006135	126	163	163	?a
?a  haswonprize  gallantry_cross_(vietnam)	?a  haswonprize  bronze_star_medal	0.002827208	0.80952381	0.80952381	68	84	84	?a
?a  haswonprize  distinguished_service_cross_(united_states)	?a  haswonprize  bronze_star_medal	0.003575586	0.722689076	0.722689076	86	119	119	?a
?a  haswonprize  silver_star	?a  haswonprize  bronze_star_medal	0.006111758	0.706730769	0.706730769	147	208	208	?a
?a  haswonprize  drama_desk_award	?a  haswonprize  tony_award	0.004739731	0.708074534	0.708074534	114	161	161	?a
?a  isaffiliatedto  social_democratic_party_of_germany	?a  ispoliticianof  germany	0.012020342	0.684210526	0.928571429	26	38	28	?a
?a  isaffiliatedto  union_for_a_popular_movement	?a  ispoliticianof  france	0.017105871	0.425287356	0.973684211	37	87	38	?a
?a  graduatedfrom  sciences_po	?a  ispoliticianof  france	0.013869626	0.483870968	0.857142857	30	62	35	?a
?a  graduatedfrom  école_nationale_d'administration	?a  ispoliticianof  france	0.0110957	0.571428571	0.923076923	24	42	26	?a
?a  diedin  paris	?a  ispoliticianof  france	0.02172908	0.118387909	0.758064516	47	397	62	?a
?a  haswonprize  médaille_de_la_résistance	?a  ispoliticianof  france	0.006472492	0.388888889	0.823529412	14	36	17	?a
?a  playsfor  ?b	?a  isaffiliatedto  ?b	0.766646947	0.871937525	0.949720253	279912	321023	294731	?a
?a  isaffiliatedto  ?b	?a  playsfor  ?b	0.871937525	0.766646947	0.849961892	279912	365112	329323	?a
?a  hasmusicalrole  wordnet_drum_103249569  ?a  haswonprize  ivor_novello_awards	?a  hasmusicalrole  wordnet_guitar_103467517	0.002966211	0.821428571	0.821428571	23	28	28	?a
?a  hasgender  male  ?a  haswonprize  ivor_novello_awards	?a  hasmusicalrole  wordnet_guitar_103467517	0.010962084	0.544871795	0.817307692	85	156	104	?a
?a  hasmusicalrole  wordnet_bass_guitar_102804123  ?a  hasmusicalrole  wordnet_keyboard_103614007	?a  hasmusicalrole  wordnet_guitar_103467517	0.009930359	0.836956522	0.836956522	77	92	92	?a
?a  hasmusicalrole  wordnet_bass_guitar_102804123  ?a  hasmusicalrole  wordnet_harmonica_103494278	?a  hasmusicalrole  wordnet_guitar_103467517	0.007737942	0.833333333	0.833333333	60	72	72	?a
?a  hasmusicalrole  wordnet_bass_guitar_102804123  ?a  hasmusicalrole  wordnet_piano_103928116	?a  hasmusicalrole  wordnet_guitar_103467517	0.017797266	0.878980892	0.878980892	138	157	157	?a
?a  hasmusicalrole  wordnet_bass_guitar_102804123  ?a  haswonprize  ivor_novello_awards	?a  hasmusicalrole  wordnet_guitar_103467517	0.003611039	0.933333333	0.933333333	28	30	30	?a
?a  haswonprize  brit_awards  ?a  haswonprize  grammy_award	?a  hasmusicalrole  wordnet_guitar_103467517	0.003095177	0.358208955	0.923076923	24	67	26	?a
?a  hasmusicalrole  wordnet_harmonica_103494278  ?a  haswonprize  grammy_award	?a  hasmusicalrole  wordnet_guitar_103467517	0.004771731	0.860465116	0.860465116	37	43	43	?a
?a  hasmusicalrole  wordnet_keyboard_103614007  ?a  haswonprize  ivor_novello_awards	?a  hasmusicalrole  wordnet_guitar_103467517	0.004642765	0.87804878	0.87804878	36	41	41	?a
?a  hasmusicalrole  wordnet_vocal_music_107282006  ?a  haswonprize  ivor_novello_awards	?a  hasmusicalrole  wordnet_guitar_103467517	0.008124839	0.818181818	0.818181818	63	77	77	?a
?a  hasmusicalrole  wordnet_bass_guitar_102804123  ?a  hasmusicalrole  wordnet_vocal_music_107282006	?a  hasmusicalrole  wordnet_guitar_103467517	0.019086923	0.826815642	0.826815642	148	179	179	?a
?a  hasmusicalrole  wordnet_harmonica_103494278  ?a  hasmusicalrole  wordnet_piano_103928116	?a  hasmusicalrole  wordnet_guitar_103467517	0.01676554	0.860927152	0.860927152	130	151	151	?a
?a  hasmusicalrole  wordnet_drum_103249569  ?a  hasmusicalrole  wordnet_vocal_music_107282006	?a  hasmusicalrole  wordnet_guitar_103467517	0.020247614	0.792929293	0.792929293	157	198	198	?a
?a  hasmusicalrole  wordnet_keyboard_103614007  ?a  hasmusicalrole  wordnet_vocal_music_107282006	?a  hasmusicalrole  wordnet_guitar_103467517	0.023987619	0.759183673	0.759183673	186	245	245	?a
?a  hasgender  male  ?a  hasmusicalrole  wordnet_vocal_music_107282006	?a  hasmusicalrole  wordnet_guitar_103467517	0.080603559	0.715922108	0.715922108	625	873	873	?a
?a  hasmusicalrole  wordnet_piano_103928116  ?a  hasmusicalrole  wordnet_vocal_music_107282006	?a  hasmusicalrole  wordnet_guitar_103467517	0.043848336	0.71278826	0.71278826	340	477	477	?a
?a  hasmusicalrole  wordnet_harmonica_103494278  ?a  hasmusicalrole  wordnet_vocal_music_107282006	?a  hasmusicalrole  wordnet_guitar_103467517	0.01676554	0.872483221	0.872483221	130	149	149	?a
?a  hasmusicalrole  wordnet_drum_103249569  ?a  hasmusicalrole  wordnet_piano_103928116	?a  hasmusicalrole  wordnet_guitar_103467517	0.015475883	0.805369128	0.805369128	120	149	149	?a
?a  hasmusicalrole  wordnet_keyboard_103614007  ?a  haswonprize  grammy_award	?a  hasmusicalrole  wordnet_guitar_103467517	0.004900696	0.808510638	0.808510638	38	47	47	?a
?d  hasgender  male  ?a  ismarriedto  ?d	?a  hasgender  female	0.021552832	0.887920299	0.924773022	1426	1606	1542	?a
?a  isaffiliatedto  conservative_party_of_canada  ?a  livesin  ?b	?a  isleaderof  ?b	0.014629049	0.341463415	0.823529412	14	41	17	?b
?c  hasgender  male  ?c  ismarriedto  ?a	?a  hasgender  female	0.021643517	0.887786733	0.923870968	1432	1613	1550	?a
kerim_zengin  isaffiliatedto  ?a  ?a  islocatedin  ?b	?a  owns  ?b	0.004132231	0.375	0.75	3	8	4	?b
eren_güngör  isaffiliatedto  ?a  ?a  islocatedin  ?b	?a  owns  ?b	0.004132231	0.6	0.75	3	5	4	?b
michael_eneramo  isaffiliatedto  ?a  ?a  islocatedin  ?b	?a  owns  ?b	0.004132231	0.428571429	0.75	3	7	4	?b
mesut_bakkal  isaffiliatedto  ?a  ?a  islocatedin  ?b	?a  owns  ?b	0.004132231	0.375	0.75	3	8	4	?b
eren_ayd?n  isaffiliatedto  ?a  ?a  islocatedin  ?b	?a  owns  ?b	0.004132231	0.6	0.75	3	5	4	?b
n'dayi_kalenga_(footballer_born_1978)  isaffiliatedto  ?a  ?a  islocatedin  ?b	?a  owns  ?b	0.004132231	0.6	0.75	3	5	4	?b
pini_balili  isaffiliatedto  ?a  ?a  islocatedin  ?b	?a  owns  ?b	0.004132231	0.5	0.75	3	6	4	?b
hervé_tum  isaffiliatedto  ?a  ?a  islocatedin  ?b	?a  owns  ?b	0.004132231	0.375	0.75	3	8	4	?b
mehmet_y?ld?z  isaffiliatedto  ?a  ?a  islocatedin  ?b	?a  owns  ?b	0.005509642	0.666666667	0.8	4	6	5	?b
murat_akça  isaffiliatedto  ?a  ?a  islocatedin  ?b	?a  owns  ?b	0.004132231	0.5	0.75	3	6	4	?b
?b  dealswith  ?a  ?b  hasneighbor  ?a	?a  hasneighbor  ?b	0.293693694	0.993902439	0.993902439	163	164	164	?b
?b  dealswith  ?a  ?a  owns  sport_klub	?a  hasneighbor  ?b	0.025225225	0.608695652	0.777777778	14	23	18	?b
?b  hasneighbor  ?a  ?a  islocatedin  europe	?a  hasneighbor  ?b	0.27027027	0.993377483	0.993377483	150	151	151	?b
?a  dealswith  united_states  ?b  hasneighbor  ?a	?a  hasneighbor  ?b	0.473873874	0.996212121	0.996212121	263	264	264	?b
?b  hasneighbor  ?a  ?a  participatedin  operation_enduring_freedom	?a  hasneighbor  ?b	0.248648649	0.992805755	0.992805755	138	139	139	?b
?a  dealswith  france  ?b  hasneighbor  ?a	?a  hasneighbor  ?b	0.313513514	0.994285714	0.994285714	174	175	175	?b
?b  hasneighbor  ?a  ?a  participatedin  operation_enduring_freedom_–_horn_of_africa	?a  hasneighbor  ?b	0.255855856	0.993006993	0.993006993	142	143	143	?b
?a  dealswith  china  ?b  hasneighbor  ?a	?a  hasneighbor  ?b	0.672072072	0.997326203	0.997326203	373	374	374	?b
?b  hasneighbor  ?a  ?b  islocatedin  africa	?a  hasneighbor  ?b	0.327927928	0.994535519	0.994535519	182	183	183	?b
?b  dealswith  india  ?b  hasneighbor  ?a	?a  hasneighbor  ?b	0.279279279	0.993589744	0.993589744	155	156	156	?b
?b  dealswith  china  ?b  hasneighbor  ?a	?a  hasneighbor  ?b	0.672072072	0.992021277	0.994666667	373	376	375	?b
?b  hasneighbor  ?a  ?a  participatedin  war_on_terror	?a  hasneighbor  ?b	0.437837838	0.995901639	0.995901639	243	244	244	?b
?a  hasmusicalrole  wordnet_bass_104986796  ?a  hasmusicalrole  wordnet_percussion_100545059	?a  hasmusicalrole  wordnet_drum_103249569	0.002450348	0.730769231	0.730769231	19	26	26	?a
?a  hasmusicalrole  wordnet_piano_103928116  ?a  hasmusicalrole  wordnet_viola_112387633	?a  hasmusicalrole  wordnet_violin_104536866	0.002192417	0.80952381	0.80952381	17	21	21	?a
?a  hasmusicalrole  wordnet_guitar_103467517  ?a  hasmusicalrole  wordnet_keyboard_103614007	?a  hasmusicalrole  wordnet_vocal_music_107282006	0.023987619	0.762295082	0.762295082	186	244	244	?a
?a  hasmusicalrole  wordnet_bass_guitar_102804123  ?a  hasmusicalrole  wordnet_keyboard_103614007	?a  hasmusicalrole  wordnet_vocal_music_107282006	0.009156564	0.77173913	0.77173913	71	92	92	?a
?a  hasmusicalrole  wordnet_harmonica_103494278  ?a  hasmusicalrole  wordnet_keyboard_103614007	?a  hasmusicalrole  wordnet_vocal_music_107282006	0.007093113	0.846153846	0.846153846	55	65	65	?a
?a  hasmusicalrole  wordnet_bass_104986796  ?a  hasmusicalrole  wordnet_keyboard_103614007	?a  hasmusicalrole  wordnet_vocal_music_107282006	0.006964148	0.830769231	0.830769231	54	65	65	?a
?a  hasmusicalrole  wordnet_drum_103249569  ?a  hasmusicalrole  wordnet_keyboard_103614007	?a  hasmusicalrole  wordnet_vocal_music_107282006	0.011606913	0.756302521	0.756302521	90	119	119	?a
?a  hasmusicalrole  wordnet_keyboard_103614007  ?a  haswonprize  brit_awards	?a  hasmusicalrole  wordnet_vocal_music_107282006	0.002450348	0.904761905	0.904761905	19	21	21	?a
?a  hasmusicalrole  wordnet_keyboard_103614007  ?a  haswonprize  ivor_novello_awards	?a  hasmusicalrole  wordnet_vocal_music_107282006	0.004642765	0.87804878	0.87804878	36	41	41	?a
?a  hasmusicalrole  wordnet_keyboard_103614007  ?a  haswonprize  grammy_award	?a  hasmusicalrole  wordnet_vocal_music_107282006	0.005158628	0.85106383	0.85106383	40	47	47	?a
?a  haswonprize  brit_awards  ?a  haswonprize  grammy_award	?a  hasmusicalrole  wordnet_vocal_music_107282006	0.002450348	0.28358209	0.730769231	19	67	26	?a
?a  dealswith  germany  ?a  dealswith  japan	?a  dealswith  united_states	0.010752688	0.875	0.875	14	16	16	?a
?a  dealswith  china  ?a  dealswith  germany	?a  dealswith  united_states	0.033794163	0.733333333	0.733333333	44	60	60	?a
?a  dealswith  germany  ?a  dealswith  india	?a  dealswith  united_states	0.013824885	0.9	0.9	18	20	20	?a
?a  dealswith  france  ?a  dealswith  germany	?a  dealswith  united_states	0.021505376	0.8	0.8	28	35	35	?a
?a  dealswith  germany  ?a  islocatedin  asia	?a  dealswith  united_states	0.013824885	0.857142857	0.857142857	18	21	21	?a
?a  dealswith  germany  ?a  imports  wordnet_foodstuff_107566340	?a  dealswith  united_states	0.013824885	0.72	0.72	18	25	25	?a
?a  dealswith  germany  ?a  imports  wordnet_machinery_103701640	?a  dealswith  united_states	0.007680492	0.833333333	0.833333333	10	12	12	?a
?a  dealswith  germany  ?a  dealswith  united_kingdom	?a  dealswith  united_states	0.019969278	0.764705882	0.764705882	26	34	34	?a
?a  dealswith  germany  ?a  participatedin  settling_accounts	?a  dealswith  united_states	0.006912442	0.818181818	0.818181818	9	11	11	?a
?a  dealswith  germany  ?a  participatedin  congo_crisis	?a  dealswith  united_states	0.007680492	0.833333333	0.833333333	10	12	12	?a
?a  dealswith  germany  ?a  hasofficiallanguage  english_language	?a  dealswith  united_states	0.004608295	0.75	0.75	6	8	8	?a
?a  dealswith  germany  ?a  hasofficiallanguage  arabic_language	?a  dealswith  united_states	0.008448541	0.916666667	0.916666667	11	12	12	?a
?a  dealswith  germany  ?a  owns  european_space_agency	?a  dealswith  united_states	0.007680492	0.909090909	0.909090909	10	11	11	?a
?a  dealswith  germany  the_mahabharata_(1989_film)  islocatedin  ?a	?a  dealswith  united_states	0.007680492	0.909090909	0.909090909	10	11	11	?a
?a  dealswith  germany  little_vietnam  islocatedin  ?a	?a  dealswith  united_states	0.012288786	0.761904762	0.761904762	16	21	21	?a
?a  dealswith  germany  ?a  dealswith  spain	?a  dealswith  united_states	0.006144393	0.8	0.8	8	10	10	?a
?a  dealswith  china  ?a  dealswith  spain	?a  dealswith  united_states	0.020737327	0.964285714	0.964285714	27	28	28	?a
?a  dealswith  italy  ?a  dealswith  spain	?a  dealswith  united_states	0.009984639	0.866666667	0.866666667	13	15	15	?a
?a  dealswith  germany  ?a  dealswith  netherlands	?a  dealswith  united_states	0.012288786	0.8	0.8	16	20	20	?a
?a  dealswith  germany  ?a  dealswith  south_korea	?a  dealswith  united_states	0.007680492	0.769230769	0.769230769	10	13	13	?a
?a  dealswith  spain  ?a  hasofficiallanguage  arabic_language	?a  dealswith  united_states	0.004608295	0.857142857	0.857142857	6	7	7	?a
?a  dealswith  spain  ?a  islocatedin  africa	?a  dealswith  united_states	0.010752688	0.875	0.875	14	16	16	?a
?a  dealswith  spain  ?a  imports  wordnet_fuel_114875077	?a  dealswith  united_states	0.006144393	0.8	0.8	8	10	10	?a
?a  dealswith  spain  ?a  imports  wordnet_chemical_114806838	?a  dealswith  united_states	0.008448541	0.916666667	0.916666667	11	12	12	?a
?a  dealswith  spain  ?a  exports  wordnet_coffee_bean_107929351	?a  dealswith  united_states	0.008448541	0.916666667	0.916666667	11	12	12	?a
?a  dealswith  spain  ?a  exports  wordnet_petroleum_114980579	?a  dealswith  united_states	0.005376344	0.875	0.875	7	8	8	?a
?a  dealswith  spain  ?a  participatedin  nicaraguan_revolution	?a  dealswith  united_states	0.006144393	0.888888889	0.888888889	8	9	9	?a
?a  dealswith  spain  ?a  participatedin  angolan_war_of_independence	?a  dealswith  united_states	0.003840246	0.833333333	0.833333333	5	6	6	?a
?a  dealswith  spain  ?a  participatedin  settling_accounts	?a  dealswith  united_states	0.003840246	0.833333333	0.833333333	5	6	6	?a
?a  dealswith  spain  ?a  participatedin  war_on_terror	?a  dealswith  united_states	0.007680492	0.833333333	0.833333333	10	12	12	?a
?a  dealswith  spain  cartoon_network_(latin_america)  islocatedin  ?a	?a  dealswith  united_states	0.006912442	0.9	0.9	9	10	10	?a
?a  dealswith  spain  system_of_cooperation_among_the_american_air_forces  islocatedin  ?a	?a  dealswith  united_states	0.007680492	0.833333333	0.833333333	10	12	12	?a
?a  dealswith  spain  animax  islocatedin  ?a	?a  dealswith  united_states	0.011520737	0.882352941	0.882352941	15	17	17	?a
?a  dealswith  spain  claro_americas  islocatedin  ?a	?a  dealswith  united_states	0.008448541	0.846153846	0.846153846	11	13	13	?a
?a  dealswith  spain  disney_channel_(latin_america)  islocatedin  ?a	?a  dealswith  united_states	0.006144393	0.8	0.8	8	10	10	?a
?a  dealswith  india  ?a  dealswith  singapore	?a  dealswith  united_states	0.010752688	0.875	0.875	14	16	16	?a
?a  dealswith  china  ?a  dealswith  india	?a  dealswith  united_states	0.02764977	0.734693878	0.734693878	36	49	49	?a
?a  dealswith  france  ?a  dealswith  spain	?a  dealswith  united_states	0.010752688	0.933333333	0.933333333	14	15	15	?a
?a  dealswith  germany  ?a  islocatedin  africa	?a  dealswith  united_states	0.007680492	0.833333333	0.833333333	10	12	12	?a
?a  dealswith  germany  ?a  participatedin  western_front_(world_war_ii)	?a  dealswith  united_states	0.006912442	0.9	0.9	9	10	10	?a
?a  dealswith  france  ?a  dealswith  india	?a  dealswith  united_states	0.010752688	0.777777778	0.777777778	14	18	18	?a
?a  dealswith  india  ?a  imports  wordnet_food_100021265	?a  dealswith  united_states	0.009984639	0.866666667	0.866666667	13	15	15	?a
?a  dealswith  india  ?a  imports  wordnet_foodstuff_107566340	?a  dealswith  united_states	0.010752688	0.777777778	0.777777778	14	18	18	?a
?a  dealswith  india  ?a  dealswith  italy	?a  dealswith  united_states	0.009984639	0.866666667	0.866666667	13	15	15	?a
?a  dealswith  germany  ?a  participatedin  korean_war	?a  dealswith  united_states	0.009984639	0.928571429	0.928571429	13	14	14	?a
?a  dealswith  germany  ?a  participatedin  operation_enduring_freedom_–_horn_of_africa	?a  dealswith  united_states	0.00921659	0.705882353	0.705882353	12	17	17	?a
?a  dealswith  india  ?a  islocatedin  asia	?a  dealswith  united_states	0.013056836	0.739130435	0.739130435	17	23	23	?a
?a  dealswith  india  ?a  participatedin  congo_crisis	?a  dealswith  united_states	0.005376344	0.875	0.875	7	8	8	?a
?a  dealswith  india  ?a  participatedin  war_on_terror	?a  dealswith  united_states	0.00921659	0.923076923	0.923076923	12	13	13	?a
